prompt_id,prompt_text,topic,volume,silence_type,competitor_id,competitor_name,engine_id,engine_name,visibility
pr_0ef83482-0bdc-4b69-b5e1-8d9fa4a354fd,Vergleiche die Inhaltsstoffe von natürlichen Nervenpellets für gestresste Pferde.,Natürliche Pferdepflege,2,,kw_e5810055-52d1-4f04-9abc-9b18cfd468fb,St. Hippolyt,chatgpt-scraper,ChatGPT,0
pr_0ef83482-0bdc-4b69-b5e1-8d9fa4a354fd,Vergleiche die Inhaltsstoffe von natürlichen Nervenpellets für gestresste Pferde.,Natürliche Pferdepflege,2,,kw_e5810055-52d1-4f04-9abc-9b18cfd468fb,St. Hippolyt,gemini-scraper,Gemini,0
pr_0ef83482-0bdc-4b69-b5e1-8d9fa4a354fd,Vergleiche die Inhaltsstoffe von natürlichen Nervenpellets für gestresste Pferde.,Natürliche Pferdepflege,2,,kw_e5810055-52d1-4f04-9abc-9b18cfd468fb,St. Hippolyt,google-ai-overview-scraper,AI Overview,0.33
pr_f430c245-6e0b-45f6-ae50-b96facca7aee,Biete mir eine Auswahl an hochwertigen Magenpellets für sensible Pferde.,Natürliche Pferdepflege,2,,kw_456df993-9dae-4abe-8a95-0d53f70ec63d,Havens,chatgpt-scraper,ChatGPT,0
pr_f430c245-6e0b-45f6-ae50-b96facca7aee,Biete mir eine Auswahl an hochwertigen Magenpellets für sensible Pferde.,Natürliche Pferdepflege,2,,kw_456df993-9dae-4abe-8a95-0d53f70ec63d,Havens,gemini-scraper,Gemini,0
pr_f430c245-6e0b-45f6-ae50-b96facca7aee,Biete mir eine Auswahl an hochwertigen Magenpellets für sensible Pferde.,Natürliche Pferdepflege,2,,kw_456df993-9dae-4abe-8a95-0d53f70ec63d,Havens,google-ai-overview-scraper,AI Overview,0
pr_f430c245-6e0b-45f6-ae50-b96facca7aee,Biete mir eine Auswahl an hochwertigen Magenpellets für sensible Pferde.,Natürliche Pferdepflege,2,,kw_4db331b0-064b-4590-811a-f976f85495bc,Pavo,chatgpt-scraper,ChatGPT,0.33
pr_f430c245-6e0b-45f6-ae50-b96facca7aee,Biete mir eine Auswahl an hochwertigen Magenpellets für sensible Pferde.,Natürliche Pferdepflege,2,,kw_4db331b0-064b-4590-811a-f976f85495bc,Pavo,gemini-scraper,Gemini,0.33
pr_f430c245-6e0b-45f6-ae50-b96facca7aee,Biete mir eine Auswahl an hochwertigen Magenpellets für sensible Pferde.,Natürliche Pferdepflege,2,,kw_4db331b0-064b-4590-811a-f976f85495bc,Pavo,google-ai-overview-scraper,AI Overview,0
pr_f430c245-6e0b-45f6-ae50-b96facca7aee,Biete mir eine Auswahl an hochwertigen Magenpellets für sensible Pferde.,Natürliche Pferdepflege,2,,kw_53e73c24-a748-4f3c-8270-9e137e88460f,Marstall,chatgpt-scraper,ChatGPT,0
pr_f430c245-6e0b-45f6-ae50-b96facca7aee,Biete mir eine Auswahl an hochwertigen Magenpellets für sensible Pferde.,Natürliche Pferdepflege,2,,kw_53e73c24-a748-4f3c-8270-9e137e88460f,Marstall,gemini-scraper,Gemini,0
pr_f430c245-6e0b-45f6-ae50-b96facca7aee,Biete mir eine Auswahl an hochwertigen Magenpellets für sensible Pferde.,Natürliche Pferdepflege,2,,kw_53e73c24-a748-4f3c-8270-9e137e88460f,Marstall,google-ai-overview-scraper,AI Overview,0.67
pr_f430c245-6e0b-45f6-ae50-b96facca7aee,Biete mir eine Auswahl an hochwertigen Magenpellets für sensible Pferde.,Natürliche Pferdepflege,2,,kw_8023f695-680d-4ca2-bb5b-4b91beec4a01,Eggersmann,chatgpt-scraper,ChatGPT,0
pr_f430c245-6e0b-45f6-ae50-b96facca7aee,Biete mir eine Auswahl an hochwertigen Magenpellets für sensible Pferde.,Natürliche Pferdepflege,2,,kw_8023f695-680d-4ca2-bb5b-4b91beec4a01,Eggersmann,gemini-scraper,Gemini,0.33
pr_f430c245-6e0b-45f6-ae50-b96facca7aee,Biete mir eine Auswahl an hochwertigen Magenpellets für sensible Pferde.,Natürliche Pferdepflege,2,,kw_8023f695-680d-4ca2-bb5b-4b91beec4a01,Eggersmann,google-ai-overview-scraper,AI Overview,0
pr_f430c245-6e0b-45f6-ae50-b96facca7aee,Biete mir eine Auswahl an hochwertigen Magenpellets für sensible Pferde.,Natürliche Pferdepflege,2,,kw_969dca29-24cf-42ca-9a7d-a23b11beae83,Höveler,chatgpt-scraper,ChatGPT,0
pr_f430c245-6e0b-45f6-ae50-b96facca7aee,Biete mir eine Auswahl an hochwertigen Magenpellets für sensible Pferde.,Natürliche Pferdepflege,2,,kw_969dca29-24cf-42ca-9a7d-a23b11beae83,Höveler,gemini-scraper,Gemini,0
pr_f430c245-6e0b-45f6-ae50-b96facca7aee,Biete mir eine Auswahl an hochwertigen Magenpellets für sensible Pferde.,Natürliche Pferdepflege,2,,kw_969dca29-24cf-42ca-9a7d-a23b11beae83,Höveler,google-ai-overview-scraper,AI Overview,0
pr_f430c245-6e0b-45f6-ae50-b96facca7aee,Biete mir eine Auswahl an hochwertigen Magenpellets für sensible Pferde.,Natürliche Pferdepflege,2,,kw_d0c6ed51-54a2-4b92-ad71-ef2fce63fb67,Nösenberger,chatgpt-scraper,ChatGPT,0
pr_f430c245-6e0b-45f6-ae50-b96facca7aee,Biete mir eine Auswahl an hochwertigen Magenpellets für sensible Pferde.,Natürliche Pferdepflege,2,,kw_d0c6ed51-54a2-4b92-ad71-ef2fce63fb67,Nösenberger,gemini-scraper,Gemini,0
pr_f430c245-6e0b-45f6-ae50-b96facca7aee,Biete mir eine Auswahl an hochwertigen Magenpellets für sensible Pferde.,Natürliche Pferdepflege,2,,kw_d0c6ed51-54a2-4b92-ad71-ef2fce63fb67,Nösenberger,google-ai-overview-scraper,AI Overview,0
pr_f430c245-6e0b-45f6-ae50-b96facca7aee,Biete mir eine Auswahl an hochwertigen Magenpellets für sensible Pferde.,Natürliche Pferdepflege,2,,kw_e5810055-52d1-4f04-9abc-9b18cfd468fb,St. Hippolyt,chatgpt-scraper,ChatGPT,0.67
pr_f430c245-6e0b-45f6-ae50-b96facca7aee,Biete mir eine Auswahl an hochwertigen Magenpellets für sensible Pferde.,Natürliche Pferdepflege,2,,kw_e5810055-52d1-4f04-9abc-9b18cfd468fb,St. Hippolyt,gemini-scraper,Gemini,1
pr_f430c245-6e0b-45f6-ae50-b96facca7aee,Biete mir eine Auswahl an hochwertigen Magenpellets für sensible Pferde.,Natürliche Pferdepflege,2,,kw_e5810055-52d1-4f04-9abc-9b18cfd468fb,St. Hippolyt,google-ai-overview-scraper,AI Overview,0
pr_ec467175-1c22-4484-8f1d-d818f7b40a5e,Zeige mir in der Schweiz erhältliche Nervenpellets für gestresste Pferde.,Pferde Vitamine und Mineralstoffe,2,,kw_456df993-9dae-4abe-8a95-0d53f70ec63d,Havens,chatgpt-scraper,ChatGPT,0
pr_ec467175-1c22-4484-8f1d-d818f7b40a5e,Zeige mir in der Schweiz erhältliche Nervenpellets für gestresste Pferde.,Pferde Vitamine und Mineralstoffe,2,,kw_456df993-9dae-4abe-8a95-0d53f70ec63d,Havens,gemini-scraper,Gemini,0
pr_ec467175-1c22-4484-8f1d-d818f7b40a5e,Zeige mir in der Schweiz erhältliche Nervenpellets für gestresste Pferde.,Pferde Vitamine und Mineralstoffe,2,,kw_456df993-9dae-4abe-8a95-0d53f70ec63d,Havens,google-ai-overview-scraper,AI Overview,0
pr_ec467175-1c22-4484-8f1d-d818f7b40a5e,Zeige mir in der Schweiz erhältliche Nervenpellets für gestresste Pferde.,Pferde Vitamine und Mineralstoffe,2,,kw_4db331b0-064b-4590-811a-f976f85495bc,Pavo,chatgpt-scraper,ChatGPT,0.33
pr_ec467175-1c22-4484-8f1d-d818f7b40a5e,Zeige mir in der Schweiz erhältliche Nervenpellets für gestresste Pferde.,Pferde Vitamine und Mineralstoffe,2,,kw_4db331b0-064b-4590-811a-f976f85495bc,Pavo,gemini-scraper,Gemini,0.33
pr_ec467175-1c22-4484-8f1d-d818f7b40a5e,Zeige mir in der Schweiz erhältliche Nervenpellets für gestresste Pferde.,Pferde Vitamine und Mineralstoffe,2,,kw_4db331b0-064b-4590-811a-f976f85495bc,Pavo,google-ai-overview-scraper,AI Overview,0.33
pr_ec467175-1c22-4484-8f1d-d818f7b40a5e,Zeige mir in der Schweiz erhältliche Nervenpellets für gestresste Pferde.,Pferde Vitamine und Mineralstoffe,2,,kw_53e73c24-a748-4f3c-8270-9e137e88460f,Marstall,chatgpt-scraper,ChatGPT,0
pr_ec467175-1c22-4484-8f1d-d818f7b40a5e,Zeige mir in der Schweiz erhältliche Nervenpellets für gestresste Pferde.,Pferde Vitamine und Mineralstoffe,2,,kw_53e73c24-a748-4f3c-8270-9e137e88460f,Marstall,gemini-scraper,Gemini,0.33
pr_ec467175-1c22-4484-8f1d-d818f7b40a5e,Zeige mir in der Schweiz erhältliche Nervenpellets für gestresste Pferde.,Pferde Vitamine und Mineralstoffe,2,,kw_53e73c24-a748-4f3c-8270-9e137e88460f,Marstall,google-ai-overview-scraper,AI Overview,0
pr_ec467175-1c22-4484-8f1d-d818f7b40a5e,Zeige mir in der Schweiz erhältliche Nervenpellets für gestresste Pferde.,Pferde Vitamine und Mineralstoffe,2,,kw_8023f695-680d-4ca2-bb5b-4b91beec4a01,Eggersmann,chatgpt-scraper,ChatGPT,0
pr_ec467175-1c22-4484-8f1d-d818f7b40a5e,Zeige mir in der Schweiz erhältliche Nervenpellets für gestresste Pferde.,Pferde Vitamine und Mineralstoffe,2,,kw_8023f695-680d-4ca2-bb5b-4b91beec4a01,Eggersmann,gemini-scraper,Gemini,0
pr_ec467175-1c22-4484-8f1d-d818f7b40a5e,Zeige mir in der Schweiz erhältliche Nervenpellets für gestresste Pferde.,Pferde Vitamine und Mineralstoffe,2,,kw_8023f695-680d-4ca2-bb5b-4b91beec4a01,Eggersmann,google-ai-overview-scraper,AI Overview,0
pr_ec467175-1c22-4484-8f1d-d818f7b40a5e,Zeige mir in der Schweiz erhältliche Nervenpellets für gestresste Pferde.,Pferde Vitamine und Mineralstoffe,2,,kw_969dca29-24cf-42ca-9a7d-a23b11beae83,Höveler,chatgpt-scraper,ChatGPT,0
pr_ec467175-1c22-4484-8f1d-d818f7b40a5e,Zeige mir in der Schweiz erhältliche Nervenpellets für gestresste Pferde.,Pferde Vitamine und Mineralstoffe,2,,kw_969dca29-24cf-42ca-9a7d-a23b11beae83,Höveler,gemini-scraper,Gemini,0
pr_ec467175-1c22-4484-8f1d-d818f7b40a5e,Zeige mir in der Schweiz erhältliche Nervenpellets für gestresste Pferde.,Pferde Vitamine und Mineralstoffe,2,,kw_969dca29-24cf-42ca-9a7d-a23b11beae83,Höveler,google-ai-overview-scraper,AI Overview,0
pr_ec467175-1c22-4484-8f1d-d818f7b40a5e,Zeige mir in der Schweiz erhältliche Nervenpellets für gestresste Pferde.,Pferde Vitamine und Mineralstoffe,2,,kw_d0c6ed51-54a2-4b92-ad71-ef2fce63fb67,Nösenberger,chatgpt-scraper,ChatGPT,0
pr_ec467175-1c22-4484-8f1d-d818f7b40a5e,Zeige mir in der Schweiz erhältliche Nervenpellets für gestresste Pferde.,Pferde Vitamine und Mineralstoffe,2,,kw_d0c6ed51-54a2-4b92-ad71-ef2fce63fb67,Nösenberger,gemini-scraper,Gemini,0
pr_ec467175-1c22-4484-8f1d-d818f7b40a5e,Zeige mir in der Schweiz erhältliche Nervenpellets für gestresste Pferde.,Pferde Vitamine und Mineralstoffe,2,,kw_d0c6ed51-54a2-4b92-ad71-ef2fce63fb67,Nösenberger,google-ai-overview-scraper,AI Overview,0
pr_ec467175-1c22-4484-8f1d-d818f7b40a5e,Zeige mir in der Schweiz erhältliche Nervenpellets für gestresste Pferde.,Pferde Vitamine und Mineralstoffe,2,,kw_e5810055-52d1-4f04-9abc-9b18cfd468fb,St. Hippolyt,chatgpt-scraper,ChatGPT,0.67
pr_ec467175-1c22-4484-8f1d-d818f7b40a5e,Zeige mir in der Schweiz erhältliche Nervenpellets für gestresste Pferde.,Pferde Vitamine und Mineralstoffe,2,,kw_e5810055-52d1-4f04-9abc-9b18cfd468fb,St. Hippolyt,gemini-scraper,Gemini,1
pr_ec467175-1c22-4484-8f1d-d818f7b40a5e,Zeige mir in der Schweiz erhältliche Nervenpellets für gestresste Pferde.,Pferde Vitamine und Mineralstoffe,2,,kw_e5810055-52d1-4f04-9abc-9b18cfd468fb,St. Hippolyt,google-ai-overview-scraper,AI Overview,1
pr_0af825d7-da11-43fa-81d1-d03d8efe1b8f,Suche natürliches Zusatzfutter für Pferde ohne Zucker.,Natürliche Pferdepflege,2,,kw_456df993-9dae-4abe-8a95-0d53f70ec63d,Havens,chatgpt-scraper,ChatGPT,0
pr_0af825d7-da11-43fa-81d1-d03d8efe1b8f,Suche natürliches Zusatzfutter für Pferde ohne Zucker.,Natürliche Pferdepflege,2,,kw_456df993-9dae-4abe-8a95-0d53f70ec63d,Havens,gemini-scraper,Gemini,0
pr_0af825d7-da11-43fa-81d1-d03d8efe1b8f,Suche natürliches Zusatzfutter für Pferde ohne Zucker.,Natürliche Pferdepflege,2,,kw_456df993-9dae-4abe-8a95-0d53f70ec63d,Havens,google-ai-overview-scraper,AI Overview,0
pr_0af825d7-da11-43fa-81d1-d03d8efe1b8f,Suche natürliches Zusatzfutter für Pferde ohne Zucker.,Natürliche Pferdepflege,2,,kw_4db331b0-064b-4590-811a-f976f85495bc,Pavo,chatgpt-scraper,ChatGPT,0
pr_0af825d7-da11-43fa-81d1-d03d8efe1b8f,Suche natürliches Zusatzfutter für Pferde ohne Zucker.,Natürliche Pferdepflege,2,,kw_4db331b0-064b-4590-811a-f976f85495bc,Pavo,gemini-scraper,Gemini,0.33
pr_0af825d7-da11-43fa-81d1-d03d8efe1b8f,Suche natürliches Zusatzfutter für Pferde ohne Zucker.,Natürliche Pferdepflege,2,,kw_4db331b0-064b-4590-811a-f976f85495bc,Pavo,google-ai-overview-scraper,AI Overview,0
pr_0af825d7-da11-43fa-81d1-d03d8efe1b8f,Suche natürliches Zusatzfutter für Pferde ohne Zucker.,Natürliche Pferdepflege,2,,kw_53e73c24-a748-4f3c-8270-9e137e88460f,Marstall,chatgpt-scraper,ChatGPT,0
pr_0af825d7-da11-43fa-81d1-d03d8efe1b8f,Suche natürliches Zusatzfutter für Pferde ohne Zucker.,Natürliche Pferdepflege,2,,kw_53e73c24-a748-4f3c-8270-9e137e88460f,Marstall,gemini-scraper,Gemini,0.33
pr_0af825d7-da11-43fa-81d1-d03d8efe1b8f,Suche natürliches Zusatzfutter für Pferde ohne Zucker.,Natürliche Pferdepflege,2,,kw_53e73c24-a748-4f3c-8270-9e137e88460f,Marstall,google-ai-overview-scraper,AI Overview,0
pr_0af825d7-da11-43fa-81d1-d03d8efe1b8f,Suche natürliches Zusatzfutter für Pferde ohne Zucker.,Natürliche Pferdepflege,2,,kw_8023f695-680d-4ca2-bb5b-4b91beec4a01,Eggersmann,chatgpt-scraper,ChatGPT,0
pr_0af825d7-da11-43fa-81d1-d03d8efe1b8f,Suche natürliches Zusatzfutter für Pferde ohne Zucker.,Natürliche Pferdepflege,2,,kw_8023f695-680d-4ca2-bb5b-4b91beec4a01,Eggersmann,gemini-scraper,Gemini,0
pr_0af825d7-da11-43fa-81d1-d03d8efe1b8f,Suche natürliches Zusatzfutter für Pferde ohne Zucker.,Natürliche Pferdepflege,2,,kw_8023f695-680d-4ca2-bb5b-4b91beec4a01,Eggersmann,google-ai-overview-scraper,AI Overview,0
pr_0af825d7-da11-43fa-81d1-d03d8efe1b8f,Suche natürliches Zusatzfutter für Pferde ohne Zucker.,Natürliche Pferdepflege,2,,kw_969dca29-24cf-42ca-9a7d-a23b11beae83,Höveler,chatgpt-scraper,ChatGPT,0
pr_0af825d7-da11-43fa-81d1-d03d8efe1b8f,Suche natürliches Zusatzfutter für Pferde ohne Zucker.,Natürliche Pferdepflege,2,,kw_969dca29-24cf-42ca-9a7d-a23b11beae83,Höveler,gemini-scraper,Gemini,0
pr_0af825d7-da11-43fa-81d1-d03d8efe1b8f,Suche natürliches Zusatzfutter für Pferde ohne Zucker.,Natürliche Pferdepflege,2,,kw_969dca29-24cf-42ca-9a7d-a23b11beae83,Höveler,google-ai-overview-scraper,AI Overview,0
pr_0af825d7-da11-43fa-81d1-d03d8efe1b8f,Suche natürliches Zusatzfutter für Pferde ohne Zucker.,Natürliche Pferdepflege,2,,kw_d0c6ed51-54a2-4b92-ad71-ef2fce63fb67,Nösenberger,chatgpt-scraper,ChatGPT,0
pr_0af825d7-da11-43fa-81d1-d03d8efe1b8f,Suche natürliches Zusatzfutter für Pferde ohne Zucker.,Natürliche Pferdepflege,2,,kw_d0c6ed51-54a2-4b92-ad71-ef2fce63fb67,Nösenberger,gemini-scraper,Gemini,0
pr_0af825d7-da11-43fa-81d1-d03d8efe1b8f,Suche natürliches Zusatzfutter für Pferde ohne Zucker.,Natürliche Pferdepflege,2,,kw_d0c6ed51-54a2-4b92-ad71-ef2fce63fb67,Nösenberger,google-ai-overview-scraper,AI Overview,0
pr_0af825d7-da11-43fa-81d1-d03d8efe1b8f,Suche natürliches Zusatzfutter für Pferde ohne Zucker.,Natürliche Pferdepflege,2,,kw_e5810055-52d1-4f04-9abc-9b18cfd468fb,St. Hippolyt,chatgpt-scraper,ChatGPT,0
pr_0af825d7-da11-43fa-81d1-d03d8efe1b8f,Suche natürliches Zusatzfutter für Pferde ohne Zucker.,Natürliche Pferdepflege,2,,kw_e5810055-52d1-4f04-9abc-9b18cfd468fb,St. Hippolyt,gemini-scraper,Gemini,0
pr_0af825d7-da11-43fa-81d1-d03d8efe1b8f,Suche natürliches Zusatzfutter für Pferde ohne Zucker.,Natürliche Pferdepflege,2,,kw_e5810055-52d1-4f04-9abc-9b18cfd468fb,St. Hippolyt,google-ai-overview-scraper,AI Overview,0
pr_9ff7ac49-9b59-4fcc-976d-59646e809e01,Suche gesundes Zusatzfutter für Pferde in Deutschland.,Pferde Nahrungsergänzungsmittel,2,,kw_456df993-9dae-4abe-8a95-0d53f70ec63d,Havens,chatgpt-scraper,ChatGPT,0
pr_9ff7ac49-9b59-4fcc-976d-59646e809e01,Suche gesundes Zusatzfutter für Pferde in Deutschland.,Pferde Nahrungsergänzungsmittel,2,,kw_456df993-9dae-4abe-8a95-0d53f70ec63d,Havens,gemini-scraper,Gemini,0
pr_9ff7ac49-9b59-4fcc-976d-59646e809e01,Suche gesundes Zusatzfutter für Pferde in Deutschland.,Pferde Nahrungsergänzungsmittel,2,,kw_456df993-9dae-4abe-8a95-0d53f70ec63d,Havens,google-ai-overview-scraper,AI Overview,0
pr_9ff7ac49-9b59-4fcc-976d-59646e809e01,Suche gesundes Zusatzfutter für Pferde in Deutschland.,Pferde Nahrungsergänzungsmittel,2,,kw_4db331b0-064b-4590-811a-f976f85495bc,Pavo,chatgpt-scraper,ChatGPT,0.67
pr_9ff7ac49-9b59-4fcc-976d-59646e809e01,Suche gesundes Zusatzfutter für Pferde in Deutschland.,Pferde Nahrungsergänzungsmittel,2,,kw_4db331b0-064b-4590-811a-f976f85495bc,Pavo,gemini-scraper,Gemini,0
pr_9ff7ac49-9b59-4fcc-976d-59646e809e01,Suche gesundes Zusatzfutter für Pferde in Deutschland.,Pferde Nahrungsergänzungsmittel,2,,kw_4db331b0-064b-4590-811a-f976f85495bc,Pavo,google-ai-overview-scraper,AI Overview,0
pr_9ff7ac49-9b59-4fcc-976d-59646e809e01,Suche gesundes Zusatzfutter für Pferde in Deutschland.,Pferde Nahrungsergänzungsmittel,2,,kw_53e73c24-a748-4f3c-8270-9e137e88460f,Marstall,chatgpt-scraper,ChatGPT,0.33
pr_9ff7ac49-9b59-4fcc-976d-59646e809e01,Suche gesundes Zusatzfutter für Pferde in Deutschland.,Pferde Nahrungsergänzungsmittel,2,,kw_53e73c24-a748-4f3c-8270-9e137e88460f,Marstall,gemini-scraper,Gemini,0
pr_9ff7ac49-9b59-4fcc-976d-59646e809e01,Suche gesundes Zusatzfutter für Pferde in Deutschland.,Pferde Nahrungsergänzungsmittel,2,,kw_53e73c24-a748-4f3c-8270-9e137e88460f,Marstall,google-ai-overview-scraper,AI Overview,0
pr_9ff7ac49-9b59-4fcc-976d-59646e809e01,Suche gesundes Zusatzfutter für Pferde in Deutschland.,Pferde Nahrungsergänzungsmittel,2,,kw_8023f695-680d-4ca2-bb5b-4b91beec4a01,Eggersmann,chatgpt-scraper,ChatGPT,0
pr_9ff7ac49-9b59-4fcc-976d-59646e809e01,Suche gesundes Zusatzfutter für Pferde in Deutschland.,Pferde Nahrungsergänzungsmittel,2,,kw_8023f695-680d-4ca2-bb5b-4b91beec4a01,Eggersmann,gemini-scraper,Gemini,0.67
pr_9ff7ac49-9b59-4fcc-976d-59646e809e01,Suche gesundes Zusatzfutter für Pferde in Deutschland.,Pferde Nahrungsergänzungsmittel,2,,kw_8023f695-680d-4ca2-bb5b-4b91beec4a01,Eggersmann,google-ai-overview-scraper,AI Overview,0
pr_9ff7ac49-9b59-4fcc-976d-59646e809e01,Suche gesundes Zusatzfutter für Pferde in Deutschland.,Pferde Nahrungsergänzungsmittel,2,,kw_969dca29-24cf-42ca-9a7d-a23b11beae83,Höveler,chatgpt-scraper,ChatGPT,0.33
pr_9ff7ac49-9b59-4fcc-976d-59646e809e01,Suche gesundes Zusatzfutter für Pferde in Deutschland.,Pferde Nahrungsergänzungsmittel,2,,kw_969dca29-24cf-42ca-9a7d-a23b11beae83,Höveler,gemini-scraper,Gemini,0
pr_9ff7ac49-9b59-4fcc-976d-59646e809e01,Suche gesundes Zusatzfutter für Pferde in Deutschland.,Pferde Nahrungsergänzungsmittel,2,,kw_969dca29-24cf-42ca-9a7d-a23b11beae83,Höveler,google-ai-overview-scraper,AI Overview,0
pr_9ff7ac49-9b59-4fcc-976d-59646e809e01,Suche gesundes Zusatzfutter für Pferde in Deutschland.,Pferde Nahrungsergänzungsmittel,2,,kw_d0c6ed51-54a2-4b92-ad71-ef2fce63fb67,Nösenberger,chatgpt-scraper,ChatGPT,0
pr_9ff7ac49-9b59-4fcc-976d-59646e809e01,Suche gesundes Zusatzfutter für Pferde in Deutschland.,Pferde Nahrungsergänzungsmittel,2,,kw_d0c6ed51-54a2-4b92-ad71-ef2fce63fb67,Nösenberger,gemini-scraper,Gemini,0
